quest,questType,entity,entityType,role,score,reviewNeeded,reasons,sourceUrl,evidence
Pandemonium,quest,'Squawking' Steve Beanie,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Pandemonium,"You'll wash up at The Pandemonium. Speak to 'Squawking' Steve Beanie, who will recognise Anne and Will as thieves that stole a map to the wreck, breaking the one rule of the Pandemonium. He'll point you towards Ribs, the map's original owne / Category:Pandemonium"
Pandemonium,quest,'Squawking' Steve Beanie,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Pandemonium,"You'll wash up at The Pandemonium. Speak to 'Squawking' Steve Beanie, who will recognise Anne and Will as thieves that stole a map to the wreck, breaking the one rule of the Pandemonium. He'll point you towards Ribs, the map's original owne / Category:Pandemonium"
Pandemonium,quest,Anne,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Pandemonium,"Speak to Will and Anne on the docks of Port Sarim. / To begin the quest, talk to either Will or Anne on the dock immediately east of the Food Store in Port Sarim. They will eagerly offer you a role within their new salvaging business. When ready, you will be taken aboard their boat, and the p / Category:Pandemonium"
Pandemonium,quest,Anne,npc,start,1.0,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Pandemonium,"Speak to Will and Anne on the docks of Port Sarim. / To begin the quest, talk to either Will or Anne on the dock immediately east of the Food Store in Port Sarim. They will eagerly offer you a role within their new salvaging business. When ready, you will be taken aboard their boat, and the p / Category:Pandemonium"
Pandemonium,quest,Anne,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Pandemonium,"Speak to Will and Anne on the docks of Port Sarim. / To begin the quest, talk to either Will or Anne on the dock immediately east of the Food Store in Port Sarim. They will eagerly offer you a role within their new salvaging business. When ready, you will be taken aboard their boat, and the p / Category:Pandemonium"
Pandemonium,quest,Junior Jim,npc,helper,0.92,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Pandemonium,"Head east out of the pub, and talk to Junior Jim on the second docked ship. After giving him the old cup in exchange for a raft, he'll inform you that you need to pick up cargo to get sails for the boat. He'll then take you to the shipyard, / Category:Pandemonium"
Pandemonium,quest,Junior Jim,npc,story,0.93,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Pandemonium,"Head east out of the pub, and talk to Junior Jim on the second docked ship. After giving him the old cup in exchange for a raft, he'll inform you that you need to pick up cargo to get sails for the boat. He'll then take you to the shipyard, / Category:Pandemonium"
Pandemonium,quest,Old Grog,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Pandemonium,Category:Pandemonium
Pandemonium,quest,Port master,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Pandemonium,Category:Pandemonium
Pandemonium,quest,Ribs (The Pandemonium),npc,helper,0.92,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Pandemonium,"Talk to Ribs in the pub, and he'll share the tale of Crimson Kraken, a deadly vessel captained by the cruel and vicious pirate Barnacle Barnaby. He'll claim that now that Barnaby's medallion has been found, a curse has been unleashed, and w / Category:Pandemonium"
Pandemonium,quest,Ribs (The Pandemonium),npc,story,0.93,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Pandemonium,"Talk to Ribs in the pub, and he'll share the tale of Crimson Kraken, a deadly vessel captained by the cruel and vicious pirate Barnacle Barnaby. He'll claim that now that Barnaby's medallion has been found, a curse has been unleashed, and w / Category:Pandemonium"
Pandemonium,quest,Will,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Pandemonium,"Speak to Will and Anne on the docks of Port Sarim. / To begin the quest, talk to either Will or Anne on the dock immediately east of the Food Store in Port Sarim. They will eagerly offer you a role within their new salvaging business. When ready, you will be taken aboard their boat, and the p / Category:Pandemonium"
Pandemonium,quest,Will,npc,start,1.0,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Pandemonium,"Speak to Will and Anne on the docks of Port Sarim. / To begin the quest, talk to either Will or Anne on the dock immediately east of the Food Store in Port Sarim. They will eagerly offer you a role within their new salvaging business. When ready, you will be taken aboard their boat, and the p / Category:Pandemonium"
Pandemonium,quest,Will,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Pandemonium,"Speak to Will and Anne on the docks of Port Sarim. / To begin the quest, talk to either Will or Anne on the dock immediately east of the Food Store in Port Sarim. They will eagerly offer you a role within their new salvaging business. When ready, you will be taken aboard their boat, and the p / Category:Pandemonium"
Perilous Moons,quest,Attala,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Perilous_Moons,"Speak to Zuma or Attala at the entrance to Cam Torum. / Enter the ruins to find yourself in an antechamber with a large black monolith in the centre. Speak to Attala, Zuma, and Jessamine, in that order. Jessamine will tell you that inscriptions on the murals are written in the language of the Ol / Category:Perilous Moons"
Perilous Moons,quest,Attala,npc,start,1.0,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Perilous_Moons,"Speak to Zuma or Attala at the entrance to Cam Torum. / Enter the ruins to find yourself in an antechamber with a large black monolith in the centre. Speak to Attala, Zuma, and Jessamine, in that order. Jessamine will tell you that inscriptions on the murals are written in the language of the Ol / Category:Perilous Moons"
Perilous Moons,quest,Attala,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Perilous_Moons,"Speak to Zuma or Attala at the entrance to Cam Torum. / Enter the ruins to find yourself in an antechamber with a large black monolith in the centre. Speak to Attala, Zuma, and Jessamine, in that order. Jessamine will tell you that inscriptions on the murals are written in the language of the Ol / Category:Perilous Moons"
Perilous Moons,quest,Blacksmith (Cam Torum),npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Perilous_Moons,Category:Perilous Moons
Perilous Moons,quest,Blood Moon,monster,enemy,0.97,False,,https://oldschool.runescape.wiki/w/Perilous_Moons,* Sulphur Nagua (level 98) * Blue Moon (level 329) * Blood Moon (level 329) * Eclipse Moon (level 329)
Perilous Moons,quest,Blue Moon,monster,enemy,0.97,False,,https://oldschool.runescape.wiki/w/Perilous_Moons,* Sulphur Nagua (level 98) * Blue Moon (level 329) * Blood Moon (level 329) * Eclipse Moon (level 329)
Perilous Moons,quest,Builder (Perilous Moons),npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Perilous_Moons,Category:Perilous Moons
Perilous Moons,quest,Eclipse Moon,monster,enemy,0.97,False,,https://oldschool.runescape.wiki/w/Perilous_Moons,* Sulphur Nagua (level 98) * Blue Moon (level 329) * Blood Moon (level 329) * Eclipse Moon (level 329)
Perilous Moons,quest,Eyatlalli,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough chathead match,https://oldschool.runescape.wiki/w/Perilous_Moons,Eyatlalli / Category:Perilous Moons
Perilous Moons,quest,Jessamine,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Perilous_Moons,"Once at the spring, a Sulphur Nagua will be wandering around the area. It is level 98 and hits twice per attack. Its attacks can be completely blocked using Protect from Melee. After killing it, return to Attala, who will agree to let you i / Category:Perilous Moons"
Perilous Moons,quest,Jessamine,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Perilous_Moons,"Once at the spring, a Sulphur Nagua will be wandering around the area. It is level 98 and hits twice per attack. Its attacks can be completely blocked using Protect from Melee. After killing it, return to Attala, who will agree to let you i / Category:Perilous Moons"
Perilous Moons,quest,Nahta,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Perilous_Moons,"Nahta / Each time you build a campsite, your run energy will be fully restored. After building all three campsites, speak to Jessamine, who has finished translating the inscriptions. She will reveal that the ruins are called ""Neypotzli,"" and that e / Category:Perilous Moons"
Perilous Moons,quest,Nahta,npc,turn_in,0.97,False,quest category match; entity infobox quest field match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Perilous_Moons,"Nahta / Each time you build a campsite, your run energy will be fully restored. After building all three campsites, speak to Jessamine, who has finished translating the inscriptions. She will reveal that the ruins are called ""Neypotzli,"" and that e / Category:Perilous Moons"
Perilous Moons,quest,Sulphur Nagua (Perilous Moons),monster,enemy,0.99,False,quest category match,https://oldschool.runescape.wiki/w/Perilous_Moons,* Sulphur Nagua (level 98) * Blue Moon (level 329) * Blood Moon (level 329) * Eclipse Moon (level 329) / Category:Perilous Moons
Perilous Moons,quest,Sulphur Nagua (Perilous Moons),monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Perilous_Moons,* Sulphur Nagua (level 98) * Blue Moon (level 329) * Blood Moon (level 329) * Eclipse Moon (level 329) / Category:Perilous Moons
Perilous Moons,quest,Zuma,npc,start,1.0,False,quest category match; entity infobox quest field match; walkthrough chathead match,https://oldschool.runescape.wiki/w/Perilous_Moons,Speak to Zuma or Attala at the entrance to Cam Torum. / Zuma / Category:Perilous Moons
Perilous Moons,quest,Zuma,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough chathead match,https://oldschool.runescape.wiki/w/Perilous_Moons,Speak to Zuma or Attala at the entrance to Cam Torum. / Zuma / Category:Perilous Moons
Pirate's Treasure,quest,Customs officer,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Pirate%27s_Treasure,Category:Pirate's Treasure
Pirate's Treasure,quest,Gardener,monster,enemy,0.99,False,quest category match; walkthrough chathead match,https://oldschool.runescape.wiki/w/Pirate%27s_Treasure,"Gardener (level 4, optional) / Gardener / Category:Pirate's Treasure"
Pirate's Treasure,quest,Gardener,monster,story,0.91,False,quest category match; walkthrough chathead match,https://oldschool.runescape.wiki/w/Pirate%27s_Treasure,"Gardener (level 4, optional) / Gardener / Category:Pirate's Treasure"
Pirate's Treasure,quest,Luthas,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Pirate%27s_Treasure,"You will need to find a method to smuggle the rum off the island. First, pick 10 bananas from the plantation to the north. Then talk to Luthas in his hut to the east of the plantation and ask him for a job, and he will hire you as his worke / Category:Pirate's Treasure"
Pirate's Treasure,quest,Luthas,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Pirate%27s_Treasure,"You will need to find a method to smuggle the rum off the island. First, pick 10 bananas from the plantation to the north. Then talk to Luthas in his hut to the east of the plantation and ask him for a job, and he will hire you as his worke / Category:Pirate's Treasure"
Pirate's Treasure,quest,Redbeard Frank,npc,helper,0.98,False,quest category match; entity infobox quest field match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Pirate%27s_Treasure,"Speak to Redbeard Frank at the northernmost dock at Port Sarim, just outside The Rusty Anchor. / Redbeard Frank / Talk to Redbeard Frank located in front of the northernmost dock in Port Sarim. Tell him you are in search of treasure, and he will ask you to bring him some Karamjan rum before he'll tell you where to find some."
Pirate's Treasure,quest,Redbeard Frank,npc,start,1.0,False,quest category match; entity infobox quest field match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Pirate%27s_Treasure,"Speak to Redbeard Frank at the northernmost dock at Port Sarim, just outside The Rusty Anchor. / Redbeard Frank / Talk to Redbeard Frank located in front of the northernmost dock in Port Sarim. Tell him you are in search of treasure, and he will ask you to bring him some Karamjan rum before he'll tell you where to find some."
Pirate's Treasure,quest,Redbeard Frank,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Pirate%27s_Treasure,"Speak to Redbeard Frank at the northernmost dock at Port Sarim, just outside The Rusty Anchor. / Redbeard Frank / Talk to Redbeard Frank located in front of the northernmost dock in Port Sarim. Tell him you are in search of treasure, and he will ask you to bring him some Karamjan rum before he'll tell you where to find some."
Pirate's Treasure,quest,Wydin,npc,helper,0.98,False,quest category match; entity infobox quest field match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Pirate%27s_Treasure,"Wydin / Talk to Wydin at his food store directly south of the fishing shop, and ask him for a job. He will agree as long as you are wearing your white apron. Enter the back room and search the crate with a banana on top of it. You will find the rum / Category:Pirate's Treasure"
Pirate's Treasure,quest,Wydin,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Pirate%27s_Treasure,"Wydin / Talk to Wydin at his food store directly south of the fishing shop, and ask him for a job. He will agree as long as you are wearing your white apron. Enter the back room and search the crate with a banana on top of it. You will find the rum / Category:Pirate's Treasure"
Pirate's Treasure,quest,Zembo,npc,story,0.95,False,entity infobox quest field match; walkthrough chathead match,https://oldschool.runescape.wiki/w/Pirate%27s_Treasure,Zembo
Plague City,quest,Alrena,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Plague_City,Category:Plague City
Plague City,quest,Billy Rehnison,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Plague_City,Category:Plague City
Plague City,quest,Bravek,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Plague_City,Category:Plague City
Plague City,quest,Clerk,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Plague_City,"Go back to the town square and into the large building on the north side, north of the manhole. Ask the clerk who is through the door, then tell him This is urgent though! Someone's been kidnapped!, and he'll let you inside to see Bravek. H / Category:Plague City"
Plague City,quest,Clerk,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Plague_City,"Go back to the town square and into the large building on the north side, north of the manhole. Ask the clerk who is through the door, then tell him This is urgent though! Someone's been kidnapped!, and he'll let you inside to see Bravek. H / Category:Plague City"
Plague City,quest,Edmond,npc,helper,0.98,False,quest category match; entity infobox quest field match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Plague_City,"Talk to Edmond, living next to the wall surrounding West Ardougne, north of Ardougne Castle. / Edmond / Talk to Edmond behind his house, next to the wall surrounding West Ardougne, north of the Ardougne Castle. He will mention that he has to find his daughter; ask him what happened to her, and he explains that his daughter Elena is a healer w"
Plague City,quest,Edmond,npc,start,1.0,False,quest category match; entity infobox quest field match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Plague_City,"Talk to Edmond, living next to the wall surrounding West Ardougne, north of Ardougne Castle. / Edmond / Talk to Edmond behind his house, next to the wall surrounding West Ardougne, north of the Ardougne Castle. He will mention that he has to find his daughter; ask him what happened to her, and he explains that his daughter Elena is a healer w"
Plague City,quest,Edmond,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Plague_City,"Talk to Edmond, living next to the wall surrounding West Ardougne, north of Ardougne Castle. / Edmond / Talk to Edmond behind his house, next to the wall surrounding West Ardougne, north of the Ardougne Castle. He will mention that he has to find his daughter; ask him what happened to her, and he explains that his daughter Elena is a healer w"
Plague City,quest,Elena,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Plague_City,Category:Plague City
Plague City,quest,Head Mourner,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Plague_City,Category:Plague City
Plague City,quest,Jethick,npc,helper,0.98,False,quest category match; entity infobox quest field match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Plague_City,"Jethick / Once inside West Ardougne, talk to Jethick. He's just to the east (in the same plaza). Show him Elena's picture and he'll tell you to go check the Rehnison house and give you a book that he borrowed from them. Go north to the house sitting  / Category:Plague City"
Plague City,quest,Jethick,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Plague_City,"Jethick / Once inside West Ardougne, talk to Jethick. He's just to the east (in the same plaza). Show him Elena's picture and he'll tell you to go check the Rehnison house and give you a book that he borrowed from them. Go north to the house sitting  / Category:Plague City"
Plague City,quest,Martha Rehnison,npc,helper,0.92,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Plague_City,"Once inside West Ardougne, talk to Jethick. He's just to the east (in the same plaza). Show him Elena's picture and he'll tell you to go check the Rehnison house and give you a book that he borrowed from them. Go north to the house sitting  / Category:Plague City"
Plague City,quest,Martha Rehnison,npc,story,0.93,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Plague_City,"Once inside West Ardougne, talk to Jethick. He's just to the east (in the same plaza). Show him Elena's picture and he'll tell you to go check the Rehnison house and give you a book that he borrowed from them. Go north to the house sitting  / Category:Plague City"
Plague City,quest,Milli Rehnison,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Plague_City,Category:Plague City
Plague City,quest,Mourner,monster,story,0.91,False,quest category match; walkthrough chathead match,https://oldschool.runescape.wiki/w/Plague_City,Mourner / Category:Plague City
Plague City,quest,Mourner (Plague City),npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Plague_City,Category:Plague City
Plague City,quest,Ted Rehnison,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Plague_City,"Once inside West Ardougne, talk to Jethick. He's just to the east (in the same plaza). Show him Elena's picture and he'll tell you to go check the Rehnison house and give you a book that he borrowed from them. Go north to the house sitting  / Category:Plague City"
Plague City,quest,Ted Rehnison,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Plague_City,"Once inside West Ardougne, talk to Jethick. He's just to the east (in the same plaza). Show him Elena's picture and he'll tell you to go check the Rehnison house and give you a book that he borrowed from them. Go north to the house sitting  / Category:Plague City"
Priest in Peril,quest,Drezel,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Priest_in_Peril,"After receiving the key, climb up the stairs in the north-east corner of the room, then climb up the ladder of the south west corner of the room to reach the top floor. Talk to Drezel through the bars, and he will tell you that the Zamoraki / Return to the top floor of the temple, and use the iron key on the cell door. Enter the cell and talk to Drezel and he will bless the murky water for you. Use the blessed water on the coffin just outside of the cell to seal the vampyre with / Return to the top floor of the temple, and use the iron key on the cell door. Enter the cell and talk to Drezel and he will bless the murky water for you. Use the blessed water on the coffin just outside of the cell to seal the vampyre with"
Priest in Peril,quest,Drezel,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Priest_in_Peril,"After receiving the key, climb up the stairs in the north-east corner of the room, then climb up the ladder of the south west corner of the room to reach the top floor. Talk to Drezel through the bars, and he will tell you that the Zamoraki / Return to the top floor of the temple, and use the iron key on the cell door. Enter the cell and talk to Drezel and he will bless the murky water for you. Use the blessed water on the coffin just outside of the cell to seal the vampyre with / Return to the top floor of the temple, and use the iron key on the cell door. Enter the cell and talk to Drezel and he will bless the murky water for you. Use the blessed water on the coffin just outside of the cell to seal the vampyre with"
Priest in Peril,quest,King Roald,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Priest_in_Peril,"Speak to King Roald in the Varrock Palace. / To begin the quest, talk to King Roald in Varrock Palace, located in the south-easternmost room near the main entrance, and ask him for a quest. He will tell you that it has been some days since he heard from Drezel, a priest who lives in t / Category:Priest in Peril"
Priest in Peril,quest,King Roald,npc,start,1.0,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Priest_in_Peril,"Speak to King Roald in the Varrock Palace. / To begin the quest, talk to King Roald in Varrock Palace, located in the south-easternmost room near the main entrance, and ask him for a quest. He will tell you that it has been some days since he heard from Drezel, a priest who lives in t / Category:Priest in Peril"
Priest in Peril,quest,King Roald,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Priest_in_Peril,"Speak to King Roald in the Varrock Palace. / To begin the quest, talk to King Roald in Varrock Palace, located in the south-easternmost room near the main entrance, and ask him for a quest. He will tell you that it has been some days since he heard from Drezel, a priest who lives in t / Category:Priest in Peril"
Priest in Peril,quest,Monk of Zamorak,monster,enemy,0.99,False,quest category match,https://oldschool.runescape.wiki/w/Priest_in_Peril,"* Temple guardian dog (level 30) - can be safespotted or flinched, immune to Magic * Monk of Zamorak (level 30) - can be safespotted or flinched / Category:Priest in Peril"
Priest in Peril,quest,Monk of Zamorak,monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Priest_in_Peril,"* Temple guardian dog (level 30) - can be safespotted or flinched, immune to Magic * Monk of Zamorak (level 30) - can be safespotted or flinched / Category:Priest in Peril"
Priest in Peril,quest,Temple Guardian,monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Priest_in_Peril,Category:Priest in Peril
Prince Ali Rescue,quest,Aggie,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Prince_Ali_Rescue,"To the west of Leela is Ned's house. Ask him to make you a wig from the balls of wool. If you haven't brought a rope, you can buy one from his shop for 18 coins (15 through dialogue). Once you have the rope and wig, talk to Aggie in the hou / Category:Prince Ali Rescue"
Prince Ali Rescue,quest,Aggie,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Prince_Ali_Rescue,"To the west of Leela is Ned's house. Ask him to make you a wig from the balls of wool. If you haven't brought a rope, you can buy one from his shop for 18 coins (15 through dialogue). Once you have the rope and wig, talk to Aggie in the hou / Category:Prince Ali Rescue"
Prince Ali Rescue,quest,Chancellor Hassan,npc,helper,0.98,False,quest category match; entity infobox quest field match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Prince_Ali_Rescue,"Chancellor Hassan / Head to the Al Kharid palace, located in the south of Al Kharid. There is a jug of water in the eastern room if you did not bring one. Talk to Chancellor Hassan in the southern chamber and ask if he needs help; he will direct you towards Sp / Category:Prince Ali Rescue"
Prince Ali Rescue,quest,Chancellor Hassan,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Prince_Ali_Rescue,"Chancellor Hassan / Head to the Al Kharid palace, located in the south of Al Kharid. There is a jug of water in the eastern room if you did not bring one. Talk to Chancellor Hassan in the southern chamber and ask if he needs help; he will direct you towards Sp / Category:Prince Ali Rescue"
Prince Ali Rescue,quest,Jail guard,monster,enemy,0.99,False,quest category match,https://oldschool.runescape.wiki/w/Prince_Ali_Rescue,"Jail guard (level 26, optional) / Category:Prince Ali Rescue"
Prince Ali Rescue,quest,Jail guard,monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Prince_Ali_Rescue,"Jail guard (level 26, optional) / Category:Prince Ali Rescue"
Prince Ali Rescue,quest,Joe (jail),npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Prince_Ali_Rescue,"Talk to Leela, who will tell you to talk to Joe the guard to find a weakness before breaking the prince out. / Category:Prince Ali Rescue"
Prince Ali Rescue,quest,Joe (jail),npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Prince_Ali_Rescue,"Talk to Leela, who will tell you to talk to Joe the guard to find a weakness before breaking the prince out. / Category:Prince Ali Rescue"
Prince Ali Rescue,quest,Lady Keli,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Prince_Ali_Rescue,"Head inside the jail directly east of Draynor, avoiding the aggressive level 26 jail guards. They will ignore you if your combat level is 53 or higher. Once inside, speak to Lady Keli and tell her she's famous, then ask her about her latest / Category:Prince Ali Rescue"
Prince Ali Rescue,quest,Lady Keli,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Prince_Ali_Rescue,"Head inside the jail directly east of Draynor, avoiding the aggressive level 26 jail guards. They will ignore you if your combat level is 53 or higher. Once inside, speak to Lady Keli and tell her she's famous, then ask her about her latest / Category:Prince Ali Rescue"
Prince Ali Rescue,quest,Leela,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Prince_Ali_Rescue,"Talk to Leela, who will tell you to talk to Joe the guard to find a weakness before breaking the prince out. / Category:Prince Ali Rescue"
Prince Ali Rescue,quest,Leela,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Prince_Ali_Rescue,"Talk to Leela, who will tell you to talk to Joe the guard to find a weakness before breaking the prince out. / Category:Prince Ali Rescue"
Prince Ali Rescue,quest,Ned,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Prince_Ali_Rescue,Category:Prince Ali Rescue
Prince Ali Rescue,quest,Osman,npc,helper,0.92,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Prince_Ali_Rescue,:Tip: Members may talk to Osman outside the palace after the quest to unlock the Minigame Teleport to the Sorceress's Garden. / Category:Prince Ali Rescue
Prince Ali Rescue,quest,Osman,npc,story,0.93,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Prince_Ali_Rescue,:Tip: Members may talk to Osman outside the palace after the quest to unlock the Minigame Teleport to the Sorceress's Garden. / Category:Prince Ali Rescue
Prince Ali Rescue,quest,Prince Ali,npc,helper,0.98,False,quest category match; entity infobox quest field match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Prince_Ali_Rescue,"Prince Ali / Talk to Joe and offer him a drink of all three beers, until he is drunk. Use the rope on Lady Keli, the key on the cell door, then talk to Prince Ali and he will use the wig and pink skirt as a disguise and escape. / Category:Prince Ali Rescue"
Prince Ali Rescue,quest,Prince Ali,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Prince_Ali_Rescue,"Prince Ali / Talk to Joe and offer him a drink of all three beers, until he is drunk. Use the rope on Lady Keli, the key on the cell door, then talk to Prince Ali and he will use the wig and pink skirt as a disguise and escape. / Category:Prince Ali Rescue"
Prince Ali Rescue,quest,Prince Ali (disguised),npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Prince_Ali_Rescue,Category:Prince Ali Rescue
Prying Times,quest,'Squawking' Steve Beanie,npc,helper,0.96,False,quest category match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Prying_Times,"'Squawking' Steve Beanie / Speak to 'Squawking' Steve Beanie in The Pandemonium Pub and ask if he has heard any word from Old Grog. Old Grog hasn't returned yet, but in the meantime Steve wants you to collect some precious pirate looty from Port Sarim. Steve will add / Category:Prying Times"
Prying Times,quest,'Squawking' Steve Beanie,npc,story,0.91,False,quest category match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Prying_Times,"'Squawking' Steve Beanie / Speak to 'Squawking' Steve Beanie in The Pandemonium Pub and ask if he has heard any word from Old Grog. Old Grog hasn't returned yet, but in the meantime Steve wants you to collect some precious pirate looty from Port Sarim. Steve will add / Category:Prying Times"
Prying Times,quest,Drink troll,monster,enemy,0.99,False,quest category match,https://oldschool.runescape.wiki/w/Prying_Times,* Drink troll (level 14) - can be skipped / Category:Prying Times
